po_id,supplier_id,material_id,order_date,expected_delivery_date,actual_delivery_date,quantity_kg,status
PO-00030597,SUP-AUS-01,RM-WHT-019,2023-02-07,2023-03-04,2023-03-04,23179.44,Delivered
PO-00030598,SUP-AUS-01,RM-WHT-125,2023-04-02,2023-04-27,2023-04-27,3891.46,Delivered
PO-00030599,SUP-KSA-02,RM-ADTV-238,2024-11-08,2024-11-17,2024-11-17,1508.99,Delivered
PO-00030600,SUP-KSA-02,RM-ADTV-194,2024-11-10,2024-11-19,2024-11-19,1706.51,Delivered
PO-00030601,SUP-AUS-01,RM-WHT-141,2024-02-29,2024-03-25,2024-03-25,19679.96,Delivered
PO-00030602,SUP-KSA-03,RM-ADTV-172,2023-04-23,2023-05-03,2023-05-03,2107.93,Delivered
PO-00030603,SUP-KSA-02,RM-ADTV-191,2024-05-13,2024-05-22,2024-05-22,807.37,Delivered
PO-00030604,SUP-KSA-01,RM-ADTV-153,2023-07-15,2023-07-22,2023-07-22,3621.48,Delivered
PO-00030605,SUP-KSA-04,RM-ADTV-173,2025-01-07,2025-01-18,2025-01-18,464.67,Delivered
PO-00030606,SUP-AUS-01,RM-WHT-050,2024-08-16,2024-09-10,2024-09-10,20515.07,Delivered
PO-00030607,SUP-KSA-02,RM-ADTV-214,2024-03-13,2024-03-22,2024-03-22,1479.24,Delivered
PO-00030608,SUP-IND-01,RM-WHT-115,2024-11-11,2024-11-29,2024-11-29,31754.68,Delivered
PO-00030609,SUP-KSA-02,RM-ADTV-203,2025-04-25,2025-05-04,2025-05-04,699.63,Delivered
PO-00030610,SUP-KSA-02,RM-ADTV-214,2023-01-30,2023-02-08,2023-02-08,1154.24,Delivered
PO-00030611,SUP-AUS-01,RM-WHT-097,2023-08-31,2023-09-25,2023-09-25,11544.62,Delivered
PO-00030612,SUP-UKR-01,RM-WHT-105,2023-05-10,2023-06-01,2023-06-01,35701.78,Delivered
PO-00030613,SUP-AUS-01,RM-WHT-143,2025-05-18,2025-06-12,2025-06-12,26446.07,Delivered
PO-00030614,SUP-IND-01,RM-WHT-053,2024-09-03,2024-09-21,2024-09-21,16725.32,Delivered
PO-00030615,SUP-IND-01,RM-WHT-113,2025-06-11,2025-06-29,2025-06-29,9646.77,Delivered
PO-00030616,SUP-AUS-01,RM-WHT-134,2023-10-23,2023-11-17,2023-11-17,3106.05,Delivered
PO-00030617,SUP-IND-01,RM-WHT-128,2024-09-08,2024-09-26,2024-09-26,32608.25,Delivered
PO-00030618,SUP-KSA-02,RM-ADTV-232,2023-03-03,2023-03-12,2023-03-12,1674.03,Delivered
PO-00030619,SUP-KSA-04,RM-ADTV-169,2023-03-14,2023-03-25,2023-03-25,3126.56,Delivered
PO-00030620,SUP-AUS-01,RM-WHT-080,2024-08-12,2024-09-06,2024-09-06,35534.37,Delivered
PO-00030621,SUP-AUS-01,RM-WHT-009,2024-10-18,2024-11-12,2024-11-12,17282.25,Delivered
PO-00030622,SUP-KSA-04,RM-ADTV-196,2023-01-17,2023-01-28,2023-01-28,667.53,Delivered
PO-00030623,SUP-KSA-02,RM-ADTV-186,2023-09-17,2023-09-26,2023-09-26,3082.58,Delivered
PO-00030624,SUP-UKR-01,RM-WHT-094,2024-04-03,2024-04-25,2024-04-25,2983.43,Delivered
PO-00030625,SUP-KSA-02,RM-ADTV-237,2024-11-15,2024-11-24,2024-11-24,660.22,Delivered
PO-00030626,SUP-AUS-01,RM-WHT-088,2023-11-20,2023-12-15,2023-12-15,27643.82,Delivered
PO-00030627,SUP-KSA-03,RM-ADTV-232,2024-05-12,2024-05-22,2024-05-22,505.77,Delivered
PO-00030628,SUP-IND-01,RM-WHT-062,2025-02-20,2025-03-10,2025-03-10,39187.84,Delivered
PO-00030629,SUP-AUS-01,RM-WHT-112,2024-05-27,2024-06-21,2024-06-21,15657.86,Delivered
PO-00030630,SUP-AUS-01,RM-WHT-055,2025-05-02,2025-05-27,2025-05-27,33345.18,Delivered
PO-00030631,SUP-UKR-01,RM-WHT-048,2024-09-11,2024-10-03,2024-10-03,9095.02,Delivered
PO-00030632,SUP-KSA-01,RM-ADTV-179,2024-04-10,2024-04-17,2024-04-17,737.74,Delivered
PO-00030633,SUP-UKR-01,RM-WHT-138,2023-07-08,2023-07-30,2023-07-30,30368.7,Delivered
PO-00030634,SUP-KSA-03,RM-ADTV-189,2023-12-10,2023-12-20,2023-12-20,3182.89,Delivered
PO-00030635,SUP-AUS-01,RM-WHT-136,2024-07-21,2024-08-15,2024-08-15,15148.89,Delivered
PO-00030636,SUP-KSA-02,RM-ADTV-229,2024-04-14,2024-04-23,2024-04-23,1776.01,Delivered
PO-00030637,SUP-KSA-02,RM-ADTV-235,2023-03-06,2023-03-15,2023-03-15,541.97,Delivered
PO-00030638,SUP-KSA-03,RM-ADTV-231,2023-04-25,2023-05-05,2023-05-05,184.36,Delivered
PO-00030639,SUP-IND-01,RM-WHT-046,2023-08-17,2023-09-04,2023-09-04,25562.22,Delivered
PO-00030640,SUP-UKR-01,RM-WHT-016,2024-03-25,2024-04-16,2024-04-16,2170.67,Delivered
PO-00030641,SUP-UKR-01,RM-WHT-128,2024-04-09,2024-05-01,2024-05-01,8959.97,Delivered
PO-00030642,SUP-KSA-04,RM-ADTV-158,2024-10-30,2024-11-10,2024-11-10,3512.57,Delivered
PO-00030643,SUP-UKR-01,RM-WHT-146,2023-12-16,2024-01-07,2024-01-07,18283.23,Delivered
PO-00030644,SUP-AUS-01,RM-WHT-004,2024-02-20,2024-03-16,2024-03-16,8127.67,Delivered
PO-00030645,SUP-UKR-01,RM-WHT-054,2024-07-08,2024-07-30,2024-07-30,10120.83,Delivered
PO-00030646,SUP-UKR-01,RM-WHT-046,2025-04-10,2025-05-02,2025-05-02,19972.17,Delivered
PO-00030647,SUP-KSA-02,RM-ADTV-233,2024-12-03,2024-12-12,2024-12-12,786.29,Delivered
PO-00030648,SUP-UKR-01,RM-WHT-105,2024-10-22,2024-11-13,2024-11-13,33947.51,Delivered
PO-00030649,SUP-UKR-01,RM-WHT-076,2025-05-16,2025-06-07,2025-06-07,12281.87,Delivered
PO-00030650,SUP-AUS-01,RM-WHT-126,2025-05-09,2025-06-03,2025-06-03,6883.14,Delivered
PO-00030651,SUP-AUS-01,RM-WHT-043,2025-04-21,2025-05-16,2025-05-16,12228.05,Delivered
PO-00030652,SUP-IND-01,RM-WHT-117,2023-10-09,2023-10-27,2023-10-27,25282.84,Delivered
PO-00030653,SUP-IND-01,RM-WHT-114,2025-03-31,2025-04-18,2025-04-18,3315.88,Delivered
PO-00030654,SUP-KSA-03,RM-ADTV-189,2024-08-17,2024-08-27,2024-08-27,2374.31,Delivered
PO-00030655,SUP-KSA-04,RM-ADTV-187,2025-03-27,2025-04-07,2025-04-07,744.97,Delivered
PO-00030656,SUP-AUS-01,RM-WHT-074,2023-08-11,2023-09-05,2023-09-05,23188.62,Delivered
PO-00030657,SUP-UKR-01,RM-WHT-003,2023-02-12,2023-03-06,2023-03-06,7956.62,Delivered
PO-00030658,SUP-KSA-03,RM-ADTV-224,2024-02-26,2024-03-07,2024-03-07,2485.12,Delivered
PO-00030659,SUP-UKR-01,RM-WHT-139,2023-01-29,2023-02-20,2023-02-20,33482.82,Delivered
PO-00030660,SUP-AUS-01,RM-WHT-062,2023-07-03,2023-07-28,2023-07-28,20905.7,Delivered
PO-00030661,SUP-IND-01,RM-WHT-096,2023-12-17,2024-01-04,2024-01-04,25190.39,Delivered
PO-00030662,SUP-UKR-01,RM-WHT-030,2023-12-15,2024-01-06,2024-01-06,22516.51,Delivered
PO-00030663,SUP-UKR-01,RM-WHT-014,2024-08-27,2024-09-18,2024-09-18,22757.54,Delivered
PO-00030664,SUP-KSA-03,RM-ADTV-247,2023-07-17,2023-07-27,2023-07-27,2210.9,Delivered
PO-00030665,SUP-KSA-01,RM-ADTV-180,2025-01-11,2025-01-18,2025-01-18,875.59,Delivered
PO-00030666,SUP-IND-01,RM-WHT-105,2024-10-09,2024-10-27,2024-10-27,18522.74,Delivered
PO-00030667,SUP-KSA-03,RM-ADTV-239,2024-08-02,2024-08-12,2024-08-12,2007.11,Delivered
PO-00030668,SUP-KSA-02,RM-ADTV-193,2024-02-14,2024-02-23,2024-02-23,1435.81,Delivered
PO-00030669,SUP-AUS-01,RM-WHT-040,2024-08-29,2024-09-23,2024-09-23,22130.6,Delivered
PO-00030670,SUP-UKR-01,RM-WHT-135,2024-08-14,2024-09-05,2024-09-05,33736.55,Delivered
PO-00030671,SUP-IND-01,RM-WHT-028,2024-02-02,2024-02-20,2024-02-20,36533.37,Delivered
PO-00030672,SUP-KSA-01,RM-ADTV-221,2023-12-05,2023-12-12,2023-12-12,1037.62,Delivered
PO-00030673,SUP-AUS-01,RM-WHT-113,2024-03-05,2024-03-30,2024-03-30,9063.76,Delivered
PO-00030674,SUP-KSA-02,RM-ADTV-179,2023-05-26,2023-06-04,2023-06-04,1188.43,Delivered
PO-00030675,SUP-AUS-01,RM-WHT-125,2023-11-10,2023-12-05,2023-12-05,6138.24,Delivered
PO-00030676,SUP-AUS-01,RM-WHT-001,2025-02-25,2025-03-22,2025-03-22,12556.39,Delivered
PO-00030677,SUP-KSA-04,RM-ADTV-182,2023-04-25,2023-05-06,2023-05-06,1545.35,Delivered
PO-00030678,SUP-UKR-01,RM-WHT-089,2024-06-27,2024-07-19,2024-07-19,37004.42,Delivered
PO-00030679,SUP-KSA-04,RM-ADTV-177,2023-06-23,2023-07-04,2023-07-04,1260.16,Delivered
PO-00030680,SUP-UKR-01,RM-WHT-044,2024-01-29,2024-02-20,2024-02-20,9677.29,Delivered
PO-00030681,SUP-IND-01,RM-WHT-134,2023-04-07,2023-04-25,2023-04-25,8882.82,Delivered
PO-00030682,SUP-KSA-01,RM-ADTV-154,2024-04-23,2024-04-30,2024-04-30,326.69,Delivered
PO-00030683,SUP-UKR-01,RM-WHT-016,2023-10-25,2023-11-16,2023-11-16,3099.48,Delivered
PO-00030684,SUP-KSA-02,RM-ADTV-190,2024-05-05,2024-05-14,2024-05-14,2732.5,Delivered
PO-00030685,SUP-IND-01,RM-WHT-077,2023-08-15,2023-09-02,2023-09-02,3969.91,Delivered
PO-00030686,SUP-UKR-01,RM-WHT-081,2024-03-04,2024-03-26,2024-03-26,31526.46,Delivered
PO-00030687,SUP-IND-01,RM-WHT-085,2023-03-30,2023-04-17,2023-04-17,13007.35,Delivered
PO-00030688,SUP-IND-01,RM-WHT-079,2024-08-22,2024-09-09,2024-09-09,24815.06,Delivered
PO-00030689,SUP-KSA-03,RM-ADTV-207,2024-05-31,2024-06-10,2024-06-10,2906.79,Delivered
PO-00030690,SUP-IND-01,RM-WHT-069,2024-07-12,2024-07-30,2024-07-30,20903.09,Delivered
PO-00030691,SUP-IND-01,RM-WHT-070,2025-06-07,2025-06-25,2025-06-25,18248.62,Delivered
PO-00030692,SUP-IND-01,RM-WHT-089,2024-12-30,2025-01-17,2025-01-17,36068.67,Delivered
PO-00030693,SUP-IND-01,RM-WHT-148,2024-11-08,2024-11-26,2024-11-26,21907.91,Delivered
PO-00030694,SUP-KSA-03,RM-ADTV-235,2023-07-19,2023-07-29,2023-07-29,309.3,Delivered
PO-00030695,SUP-KSA-01,RM-ADTV-249,2024-02-26,2024-03-04,2024-03-04,702.17,Delivered
PO-00030696,SUP-KSA-01,RM-ADTV-164,2023-12-12,2023-12-19,2023-12-19,106.45,Delivered
PO-00030697,SUP-KSA-03,RM-ADTV-194,2025-06-08,2025-06-18,2025-06-18,795.05,Delivered
PO-00030698,SUP-UKR-01,RM-WHT-062,2023-07-13,2023-08-04,2023-08-04,39705.51,Delivered
PO-00030699,SUP-KSA-03,RM-ADTV-215,2023-04-21,2023-05-01,2023-05-01,923.71,Delivered
PO-00030700,SUP-KSA-04,RM-ADTV-180,2025-03-12,2025-03-23,2025-03-23,2740.22,Delivered
PO-00030701,SUP-IND-01,RM-WHT-059,2024-09-27,2024-10-15,2024-10-15,46083.34,Delivered
PO-00030702,SUP-KSA-03,RM-ADTV-225,2023-09-03,2023-09-13,2023-09-13,1052.13,Delivered
PO-00030703,SUP-UKR-01,RM-WHT-060,2024-08-27,2024-09-18,2024-09-18,10160.85,Delivered
PO-00030704,SUP-UKR-01,RM-WHT-093,2023-10-11,2023-11-02,2023-11-02,22826.26,Delivered
PO-00030705,SUP-UKR-01,RM-WHT-054,2024-05-09,2024-05-31,2024-05-31,16422.39,Delivered
PO-00030706,SUP-IND-01,RM-WHT-040,2024-11-11,2024-11-29,2024-11-29,17971.98,Delivered
PO-00030707,SUP-KSA-03,RM-ADTV-157,2023-06-11,2023-06-21,2023-06-21,332.82,Delivered
PO-00030708,SUP-KSA-03,RM-ADTV-189,2023-08-05,2023-08-15,2023-08-15,1941.25,Delivered
PO-00030709,SUP-IND-01,RM-WHT-032,2023-08-19,2023-09-06,2023-09-06,34998.13,Delivered
PO-00030710,SUP-UKR-01,RM-WHT-022,2023-07-16,2023-08-07,2023-08-07,6282.94,Delivered
PO-00030711,SUP-KSA-02,RM-ADTV-199,2025-04-30,2025-05-09,2025-05-09,3464.33,Delivered
PO-00030712,SUP-KSA-04,RM-ADTV-151,2023-08-12,2023-08-23,2023-08-23,210.05,Delivered
PO-00030713,SUP-KSA-04,RM-ADTV-162,2023-11-17,2023-11-28,2023-11-28,486.67,Delivered
PO-00030714,SUP-AUS-01,RM-WHT-054,2023-12-05,2023-12-30,2023-12-30,10302.49,Delivered
PO-00030715,SUP-KSA-04,RM-ADTV-193,2024-04-05,2024-04-16,2024-04-16,3446.52,Delivered
PO-00030716,SUP-IND-01,RM-WHT-034,2024-01-30,2024-02-17,2024-02-17,24237.29,Delivered
PO-00030717,SUP-IND-01,RM-WHT-114,2023-08-14,2023-09-01,2023-09-01,6390.6,Delivered
PO-00030718,SUP-AUS-01,RM-WHT-004,2023-12-11,2024-01-05,2024-01-05,19274.57,Delivered
PO-00030719,SUP-AUS-01,RM-WHT-082,2023-05-13,2023-06-07,2023-06-07,2133.23,Delivered
PO-00030720,SUP-KSA-02,RM-ADTV-171,2023-07-14,2023-07-23,2023-07-23,3829.59,Delivered
PO-00030721,SUP-UKR-01,RM-WHT-041,2024-12-11,2025-01-02,2025-01-02,38273.62,Delivered
PO-00030722,SUP-KSA-02,RM-ADTV-227,2023-12-23,2024-01-01,2024-01-01,666.22,Delivered
PO-00030723,SUP-IND-01,RM-WHT-017,2023-03-18,2023-04-05,2023-04-05,17515.44,Delivered
PO-00030724,SUP-KSA-01,RM-ADTV-243,2023-12-06,2023-12-13,2023-12-13,2350.53,Delivered
PO-00030725,SUP-KSA-04,RM-ADTV-174,2024-04-19,2024-04-30,2024-04-30,526.6,Delivered
PO-00030726,SUP-AUS-01,RM-WHT-052,2024-01-28,2024-02-22,2024-02-22,29287.94,Delivered
PO-00030727,SUP-UKR-01,RM-WHT-020,2023-07-10,2023-08-01,2023-08-01,31127.96,Delivered
PO-00030728,SUP-UKR-01,RM-WHT-142,2023-07-16,2023-08-07,2023-08-07,10211.62,Delivered
PO-00030729,SUP-KSA-01,RM-ADTV-207,2024-03-26,2024-04-02,2024-04-02,868.84,Delivered
PO-00030730,SUP-KSA-01,RM-ADTV-249,2023-08-30,2023-09-06,2023-09-06,2591.45,Delivered
PO-00030731,SUP-UKR-01,RM-WHT-130,2023-01-02,2023-01-24,2023-01-24,24374.17,Delivered
PO-00030732,SUP-AUS-01,RM-WHT-144,2024-05-22,2024-06-16,2024-06-16,39379.75,Delivered
PO-00030733,SUP-KSA-02,RM-ADTV-232,2023-06-27,2023-07-06,2023-07-06,1876.0,Delivered
PO-00030734,SUP-KSA-04,RM-ADTV-211,2025-01-23,2025-02-03,2025-02-03,1859.13,Delivered
PO-00030735,SUP-UKR-01,RM-WHT-003,2023-05-14,2023-06-05,2023-06-05,3233.81,Delivered
PO-00030736,SUP-IND-01,RM-WHT-074,2023-01-23,2023-02-10,2023-02-10,50573.41,Delivered
PO-00030737,SUP-KSA-04,RM-ADTV-215,2023-08-03,2023-08-14,2023-08-14,2001.75,Delivered
PO-00030738,SUP-AUS-01,RM-WHT-019,2023-07-11,2023-08-05,2023-08-05,6511.54,Delivered
PO-00030739,SUP-IND-01,RM-WHT-107,2024-03-20,2024-04-07,2024-04-07,14316.94,Delivered
PO-00030740,SUP-AUS-01,RM-WHT-048,2024-08-15,2024-09-09,2024-09-09,6631.13,Delivered
PO-00030741,SUP-IND-01,RM-WHT-010,2024-02-28,2024-03-17,2024-03-17,7683.02,Delivered
PO-00030742,SUP-UKR-01,RM-WHT-145,2023-08-26,2023-09-17,2023-09-17,7781.74,Delivered
PO-00030743,SUP-AUS-01,RM-WHT-054,2024-07-01,2024-07-26,2024-07-26,18342.32,Delivered
PO-00030744,SUP-KSA-01,RM-ADTV-163,2023-04-14,2023-04-21,2023-04-21,495.05,Delivered
PO-00030745,SUP-UKR-01,RM-WHT-108,2023-12-21,2024-01-12,2024-01-12,21323.58,Delivered
PO-00030746,SUP-KSA-01,RM-ADTV-160,2024-05-22,2024-05-29,2024-05-29,1459.7,Delivered
PO-00030747,SUP-KSA-02,RM-ADTV-242,2025-04-17,2025-04-26,2025-04-26,3401.7,Delivered
PO-00030748,SUP-IND-01,RM-WHT-015,2024-09-29,2024-10-17,2024-10-17,34540.41,Delivered
PO-00030749,SUP-KSA-01,RM-ADTV-170,2023-02-02,2023-02-09,2023-02-09,1369.54,Delivered
PO-00030750,SUP-AUS-01,RM-WHT-072,2024-02-08,2024-03-04,2024-03-04,39385.89,Delivered
PO-00030751,SUP-KSA-03,RM-ADTV-200,2023-11-19,2023-11-29,2023-11-29,2993.44,Delivered
PO-00030752,SUP-AUS-01,RM-WHT-038,2025-05-20,2025-06-14,2025-06-14,2730.81,Delivered
PO-00030753,SUP-KSA-03,RM-ADTV-171,2025-04-05,2025-04-15,2025-04-15,3185.28,Delivered
PO-00030754,SUP-AUS-01,RM-WHT-004,2023-10-24,2023-11-18,2023-11-18,11406.99,Delivered
PO-00030755,SUP-KSA-02,RM-ADTV-210,2023-07-24,2023-08-02,2023-08-02,203.34,Delivered
PO-00030756,SUP-AUS-01,RM-WHT-019,2023-03-03,2023-03-28,2023-03-28,27454.92,Delivered
PO-00030757,SUP-KSA-02,RM-ADTV-201,2024-04-17,2024-04-26,2024-04-26,2183.89,Delivered
PO-00030758,SUP-AUS-01,RM-WHT-039,2024-12-29,2025-01-23,2025-01-23,5263.56,Delivered
PO-00030759,SUP-AUS-01,RM-WHT-064,2024-09-22,2024-10-17,2024-10-17,26022.21,Delivered
PO-00030760,SUP-KSA-03,RM-ADTV-215,2024-03-21,2024-03-31,2024-03-31,951.03,Delivered
PO-00030761,SUP-IND-01,RM-WHT-022,2024-10-19,2024-11-06,2024-11-06,4195.49,Delivered
PO-00030762,SUP-UKR-01,RM-WHT-087,2023-01-01,2023-01-23,2023-01-23,26272.54,Delivered
PO-00030763,SUP-AUS-01,RM-WHT-031,2024-04-08,2024-05-03,2024-05-03,3812.01,Delivered
PO-00030764,SUP-KSA-01,RM-ADTV-222,2025-03-13,2025-03-20,2025-03-20,1739.5,Delivered
PO-00030765,SUP-IND-01,RM-WHT-096,2024-04-02,2024-04-20,2024-04-20,8782.74,Delivered
PO-00030766,SUP-IND-01,RM-WHT-145,2024-08-08,2024-08-26,2024-08-26,22878.74,Delivered
PO-00030767,SUP-KSA-01,RM-ADTV-228,2023-03-29,2023-04-05,2023-04-05,327.88,Delivered
PO-00030768,SUP-KSA-03,RM-ADTV-160,2023-09-04,2023-09-14,2023-09-14,933.8,Delivered
PO-00030769,SUP-UKR-01,RM-WHT-008,2023-01-21,2023-02-12,2023-02-12,28272.14,Delivered
PO-00030770,SUP-KSA-03,RM-ADTV-198,2023-10-07,2023-10-17,2023-10-17,409.26,Delivered
PO-00030771,SUP-KSA-04,RM-ADTV-206,2024-10-14,2024-10-25,2024-10-25,603.46,Delivered
PO-00030772,SUP-KSA-02,RM-ADTV-151,2024-02-09,2024-02-18,2024-02-18,847.56,Delivered
PO-00030773,SUP-AUS-01,RM-WHT-071,2024-05-10,2024-06-04,2024-06-04,12971.51,Delivered
PO-00030774,SUP-UKR-01,RM-WHT-123,2024-07-21,2024-08-12,2024-08-12,14731.28,Delivered
PO-00030775,SUP-AUS-01,RM-WHT-022,2024-05-08,2024-06-02,2024-06-02,20801.67,Delivered
PO-00030776,SUP-IND-01,RM-WHT-106,2023-02-21,2023-03-11,2023-03-11,17372.58,Delivered
PO-00030777,SUP-KSA-01,RM-ADTV-182,2024-08-23,2024-08-30,2024-08-30,974.51,Delivered
PO-00030778,SUP-AUS-01,RM-WHT-049,2023-03-25,2023-04-19,2023-04-19,45397.48,Delivered
PO-00030779,SUP-KSA-04,RM-ADTV-220,2025-03-17,2025-03-28,2025-03-28,1117.05,Delivered
PO-00030780,SUP-IND-01,RM-WHT-118,2024-05-10,2024-05-28,2024-05-28,22211.17,Delivered
PO-00030781,SUP-UKR-01,RM-WHT-119,2024-12-26,2025-01-17,2025-01-17,11409.03,Delivered
PO-00030782,SUP-AUS-01,RM-WHT-108,2024-04-24,2024-05-19,2024-05-19,17323.02,Delivered
PO-00030783,SUP-KSA-01,RM-ADTV-222,2023-03-17,2023-03-24,2023-03-24,698.15,Delivered
PO-00030784,SUP-KSA-03,RM-ADTV-216,2024-01-10,2024-01-20,2024-01-20,3055.25,Delivered
PO-00030785,SUP-KSA-02,RM-ADTV-192,2023-08-22,2023-08-31,2023-08-31,1503.92,Delivered
PO-00030786,SUP-UKR-01,RM-WHT-084,2022-12-23,2023-01-14,2023-01-14,36216.77,Delivered
PO-00030787,SUP-AUS-01,RM-WHT-038,2023-11-06,2023-12-01,2023-12-01,10695.91,Delivered
PO-00030788,SUP-KSA-04,RM-ADTV-189,2023-04-28,2023-05-09,2023-05-09,1629.14,Delivered
PO-00030789,SUP-KSA-04,RM-ADTV-196,2023-10-31,2023-11-11,2023-11-11,2345.12,Delivered
PO-00030790,SUP-UKR-01,RM-WHT-106,2025-05-18,2025-06-09,2025-06-09,34824.97,Delivered
PO-00030791,SUP-KSA-03,RM-ADTV-224,2025-03-26,2025-04-05,2025-04-05,513.81,Delivered
PO-00030792,SUP-AUS-01,RM-WHT-017,2025-04-26,2025-05-21,2025-05-21,20943.76,Delivered
PO-00030793,SUP-AUS-01,RM-WHT-089,2024-03-11,2024-04-05,2024-04-05,48049.14,Delivered
PO-00030794,SUP-IND-01,RM-WHT-057,2024-01-31,2024-02-18,2024-02-18,23019.81,Delivered
PO-00030795,SUP-AUS-01,RM-WHT-008,2025-05-01,2025-05-26,2025-05-26,26910.89,Delivered
PO-00030796,SUP-AUS-01,RM-WHT-120,2023-10-22,2023-11-16,2023-11-16,8407.05,Delivered
PO-00030797,SUP-AUS-01,RM-WHT-077,2023-11-20,2023-12-15,2023-12-15,4237.12,Delivered
PO-00030798,SUP-IND-01,RM-WHT-056,2024-08-08,2024-08-26,2024-08-26,12310.4,Delivered
PO-00030799,SUP-IND-01,RM-WHT-102,2023-09-15,2023-10-03,2023-10-03,3681.59,Delivered
PO-00030800,SUP-KSA-04,RM-ADTV-216,2023-01-04,2023-01-15,2023-01-15,2890.6,Delivered
PO-00030801,SUP-AUS-01,RM-WHT-020,2023-08-16,2023-09-10,2023-09-10,29586.29,Delivered
PO-00030802,SUP-AUS-01,RM-WHT-110,2022-12-07,2023-01-01,2023-01-01,15394.54,Delivered
PO-00030803,SUP-UKR-01,RM-WHT-058,2025-02-25,2025-03-19,2025-03-19,10066.15,Delivered
PO-00030804,SUP-AUS-01,RM-WHT-127,2025-05-16,2025-06-10,2025-06-10,4321.46,Delivered
PO-00030805,SUP-KSA-02,RM-ADTV-201,2025-04-14,2025-04-23,2025-04-23,1315.35,Delivered
PO-00030806,SUP-IND-01,RM-WHT-037,2024-12-12,2024-12-30,2024-12-30,30992.9,Delivered
PO-00030807,SUP-KSA-02,RM-ADTV-160,2024-01-04,2024-01-13,2024-01-13,1325.81,Delivered
PO-00030808,SUP-UKR-01,RM-WHT-087,2025-01-28,2025-02-19,2025-02-19,22763.83,Delivered
PO-00030809,SUP-AUS-01,RM-WHT-068,2023-06-12,2023-07-07,2023-07-07,5917.92,Delivered
PO-00030810,SUP-UKR-01,RM-WHT-017,2024-05-21,2024-06-12,2024-06-12,9137.86,Delivered
PO-00030811,SUP-AUS-01,RM-WHT-008,2024-07-17,2024-08-11,2024-08-11,38124.78,Delivered
PO-00030812,SUP-AUS-01,RM-WHT-059,2024-04-29,2024-05-24,2024-05-24,30030.35,Delivered
PO-00030813,SUP-UKR-01,RM-WHT-036,2023-06-19,2023-07-11,2023-07-11,21495.78,Delivered
PO-00030814,SUP-KSA-01,RM-ADTV-225,2025-05-11,2025-05-18,2025-05-18,1287.52,Delivered
PO-00030815,SUP-AUS-01,RM-WHT-014,2024-01-04,2024-01-29,2024-01-29,27869.18,Delivered
PO-00030816,SUP-UKR-01,RM-WHT-079,2024-04-25,2024-05-17,2024-05-17,7952.94,Delivered
PO-00030817,SUP-UKR-01,RM-WHT-120,2024-05-15,2024-06-06,2024-06-06,6773.62,Delivered
PO-00030818,SUP-UKR-01,RM-WHT-147,2023-10-14,2023-11-05,2023-11-05,10397.92,Delivered
PO-00030819,SUP-KSA-03,RM-ADTV-237,2023-01-21,2023-01-31,2023-01-31,3446.56,Delivered
PO-00030820,SUP-KSA-02,RM-ADTV-214,2024-08-21,2024-08-30,2024-08-30,2533.75,Delivered
PO-00030821,SUP-UKR-01,RM-WHT-018,2024-05-03,2024-05-25,2024-05-25,20134.82,Delivered
PO-00030822,SUP-IND-01,RM-WHT-019,2022-12-31,2023-01-18,2023-01-18,12085.79,Delivered
PO-00030823,SUP-KSA-03,RM-ADTV-187,2024-10-11,2024-10-21,2024-10-21,1214.81,Delivered
PO-00030824,SUP-IND-01,RM-WHT-014,2023-11-08,2023-11-26,2023-11-26,16971.68,Delivered
PO-00030825,SUP-KSA-03,RM-ADTV-170,2024-12-19,2024-12-29,2024-12-29,612.66,Delivered
PO-00030826,SUP-KSA-04,RM-ADTV-224,2023-12-05,2023-12-16,2023-12-16,1442.94,Delivered
PO-00030827,SUP-KSA-04,RM-ADTV-248,2024-10-19,2024-10-30,2024-10-30,951.42,Delivered
PO-00030828,SUP-KSA-04,RM-ADTV-194,2024-05-21,2024-06-01,2024-06-01,2248.22,Delivered
PO-00030829,SUP-KSA-04,RM-ADTV-214,2024-06-28,2024-07-09,2024-07-09,1640.65,Delivered
PO-00030830,SUP-AUS-01,RM-WHT-102,2023-07-27,2023-08-21,2023-08-21,5742.65,Delivered
PO-00030831,SUP-UKR-01,RM-WHT-039,2025-01-21,2025-02-12,2025-02-12,8647.81,Delivered
PO-00030832,SUP-KSA-04,RM-ADTV-231,2024-02-28,2024-03-10,2024-03-10,383.8,Delivered
PO-00030833,SUP-KSA-03,RM-ADTV-212,2023-01-11,2023-01-21,2023-01-21,1503.14,Delivered
PO-00030834,SUP-IND-01,RM-WHT-084,2025-05-09,2025-05-27,2025-05-27,36287.65,Delivered
PO-00030835,SUP-AUS-01,RM-WHT-065,2024-10-16,2024-11-10,2024-11-10,20513.54,Delivered
PO-00030836,SUP-KSA-02,RM-ADTV-182,2023-07-01,2023-07-10,2023-07-10,2083.53,Delivered
PO-00030837,SUP-KSA-04,RM-ADTV-170,2024-05-09,2024-05-20,2024-05-20,1357.47,Delivered
PO-00030838,SUP-IND-01,RM-WHT-110,2023-06-14,2023-07-02,2023-07-02,16593.02,Delivered
PO-00030839,SUP-KSA-03,RM-ADTV-155,2025-03-08,2025-03-18,2025-03-18,479.21,Delivered
PO-00030840,SUP-KSA-03,RM-ADTV-216,2023-08-04,2023-08-14,2023-08-14,1290.37,Delivered
